genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
liabilities,the process of spreading business costs in accounting,liability,process of spreading business costs in accounting,0.102,0.0,DIFFERENT
liabilities,the quantity of a good or service,liability,quantity of a good or service,0.1034,0.0,DIFFERENT
liabilities,the reduction in taxes paid,liability,reduction in taxes paid,0.1304,0.0,DIFFERENT
liabilities,the resources,liability,resource,0.0,0.0,DIFFERENT
liabilities,the risk,liability,risk,0.1111,0.0,DIFFERENT
liabilities,the risk of investment losses,liability,risk of investment loss,0.1304,0.0,DIFFERENT
liabilities,the risk taken by a bond investor,liability,risk taken by a bond investor,0.1724,0.0,DIFFERENT
liabilities,the scheduling of periodic repayment of a debt,liability,scheduling of periodic repayment of a debt,0.119,0.0,DIFFERENT
liabilities,the study and application,liability,study and application,0.1905,0.0,DIFFERENT
liabilities,the study of the economy,liability,study of the economy,0.1,0.0,DIFFERENT
liabilities,the study of the economy as a whole,liability,study of the economy as a whole,0.0645,0.0,DIFFERENT
liabilities,the sum of all cash flows received from an investment,liability,sum of all cash flows received from an investment,0.102,0.0,DIFFERENT
liabilities,the sum of an asset’s annual returns over a number of years,liability,sum of an assets annual returns over a number of year,0.0755,0.0,DIFFERENT
liabilities,the target interest rate,liability,target interest rate,0.1,0.0,DIFFERENT
liabilities,the terms that are part of a sales credit agreement,liability,terms that are part of a sales credit agreement,0.0851,0.0,DIFFERENT
liabilities,the time period,liability,time period,0.1818,0.0,DIFFERENT
liabilities,the total amount of capital,liability,total amount of capital,0.1739,0.0,DIFFERENT
liabilities,the total assets of a company,liability,total assets of a company,0.12,0.0,DIFFERENT
liabilities,the total dollar value of legal tender,liability,total dollar value of legal tender,0.1176,0.0,DIFFERENT
liabilities,the total return,liability,total return,0.1667,0.0,DIFFERENT
liabilities,the value,liability,value,0.2222,0.0,DIFFERENT
liabilities,the value of a company traded on the stock market,liability,value of a company traded on the stock market,0.0667,0.0,DIFFERENT
liabilities,the value of a firm’s stock,liability,value of a firms stock,0.1818,0.0,DIFFERENT
liabilities,the value of an asset,liability,value of an asset,0.1176,0.0,DIFFERENT
liabilities,the value of an asset or holding,liability,value of an asset or holding,0.1429,0.0,DIFFERENT
liabilities,the vertical axis,liability,vertical axis,0.1538,0.0,DIFFERENT
liabilities,the world’s largest stock exchange by market capitalization of its listed companies,liability,worlds largest stock exchange by market capitalization of its listed company,0.1053,0.0,DIFFERENT
liabilities,the yield,liability,yield,0.2222,0.0,DIFFERENT
liabilities,total book value (assets – liabilities) of a firm,liability,total book value assets – liabilities of a firm,0.1702,0.0,RELATED
liabilities,US government debt obligations,liability,us government debt obligation,0.1379,0.0,A_SUBSUMES_B
liabilities,very large CDs,liability,very large cds,0.0714,0.0,A_SUBSUMES_B
liabilities,when a firm has trouble,liability,when a firm has trouble,0.1304,0.0,DIFFERENT
liabilities,when an issuer fails to make scheduled interest or principal payments,liability,when an issuer fails to make scheduled interest or principal payment,0.0882,0.0,DIFFERENT
long-term debt obligations,long-term debt obligations issued by the US government,long term debt obligation,long term debt obligations issued by the us government,0.463,0.3333,A_SUBSUMES_B
long-term debt obligations,market,long term debt obligation,market,0.12,0.0,DIFFERENT
long-term debt obligations,market for longer-term financial instruments,long term debt obligation,market for longer term financial instrument,0.3256,0.125,DIFFERENT
long-term debt obligations,markets,long term debt obligation,market,0.12,0.0,DIFFERENT
long-term debt obligations,measures,long term debt obligation,measure,0.12,0.0,DIFFERENT
long-term debt obligations,members of the labor force,long term debt obligation,members of the labor force,0.1538,0.0,DIFFERENT
long-term debt obligations,method of accounting,long term debt obligation,method of accounting,0.2,0.0,DIFFERENT
long-term debt obligations,metrics,long term debt obligation,metric,0.16,0.0,DIFFERENT
long-term debt obligations,minimum balance of cash,long term debt obligation,minimum balance of cash,0.12,0.0,DIFFERENT
long-term debt obligations,monetary legal settlements,long term debt obligation,monetary legal settlement,0.24,0.0,DIFFERENT
long-term debt obligations,numbers,long term debt obligation,number,0.12,0.0,DIFFERENT
long-term debt obligations,numerical values taken from financial statements,long term debt obligation,numerical values taken from financial statement,0.234,0.0,DIFFERENT
long-term debt obligations,one of the three main areas of finance,long term debt obligation,one of the three main areas of finance,0.2895,0.0,DIFFERENT
long-term debt obligations,operating cash,long term debt obligation,operating cash,0.2,0.0,DIFFERENT
long-term debt obligations,paired data,long term debt obligation,paired data,0.2,0.0,DIFFERENT
long-term debt obligations,part of Securities and Exchange Commission (SEC) Rule 415,long term debt obligation,part of securities and exchange commission sec rule 415,0.2,0.0,DIFFERENT
long-term debt obligations,portion of the net worth (equity),long term debt obligation,portion of the net worth equity,0.2581,0.0,DIFFERENT
long-term debt obligations,position,long term debt obligation,position,0.24,0.0,DIFFERENT
long-term debt obligations,principle,long term debt obligation,principle,0.08,0.0,DIFFERENT
long-term debt obligations,probable future sacrifice of economic benefits,long term debt obligation,probable future sacrifice of economic benefit,0.2,0.0,RELATED
long-term debt obligations,projects,long term debt obligation,project,0.12,0.0,DIFFERENT
long-term debt obligations,ratio,long term debt obligation,ratio,0.2,0.0,DIFFERENT
long-term debt obligations,ratios,long term debt obligation,ratio,0.2,0.0,DIFFERENT
long-term debt obligations,residual interest,long term debt obligation,residual interest,0.12,0.0,DIFFERENT
long-term debt obligations,risk,long term debt obligation,risk,0.08,0.0,DIFFERENT
long-term debt obligations,seller,long term debt obligation,seller,0.08,0.0,DIFFERENT
long-term debt obligations,shares of ownership in a corporation,long term debt obligation,shares of ownership in a corporation,0.3056,0.0,DIFFERENT
long-term debt obligations,short-term debt obligations,long term debt obligation,short term debt obligation,0.8462,0.6,RELATED
long-term debt obligations,sources of financing,long term debt obligation,sources of financing,0.24,0.0,B_SUBSUMES_A
long-term debt obligations,standards,long term debt obligation,standard,0.12,0.0,DIFFERENT
long-term debt obligations,state officials,long term debt obligation,state official,0.24,0.0,DIFFERENT
long-term debt obligations,system,long term debt obligation,system,0.12,0.0,DIFFERENT
long-term debt obligations,taking an action,long term debt obligation,taking an action,0.24,0.0,DIFFERENT
long-term debt obligations,tangible or intangible resources,long term debt obligation,tangible or intangible resource,0.2258,0.0,DIFFERENT
long-term debt obligations,the actual return,long term debt obligation,actual return,0.2,0.0,DIFFERENT
long-term debt obligations,the amount,long term debt obligation,amount,0.12,0.0,DIFFERENT
long-term debt obligations,the amount of money,long term debt obligation,amount of money,0.16,0.0,DIFFERENT
long-term debt obligations,the average of a firm’s debt and equity costs of capital,long term debt obligation,average of a firms debt and equity costs of capital,0.2549,0.1,DIFFERENT
long-term debt obligations,the central bank system,long term debt obligation,central bank system,0.2,0.0,DIFFERENT
long-term debt obligations,the central banking system of the United States,long term debt obligation,central banking system of the united state,0.2381,0.0,DIFFERENT
long-term debt obligations,the collateral,long term debt obligation,collateral,0.2,0.0,DIFFERENT
long-term debt obligations,the compound annual return,long term debt obligation,compound annual return,0.2,0.0,DIFFERENT
long-term debt obligations,the concept,long term debt obligation,concept,0.16,0.0,DIFFERENT
long-term debt obligations,the continual addition of interest,long term debt obligation,continual addition of interest,0.2667,0.0,DIFFERENT
long-term debt obligations,the current value of a future amount,long term debt obligation,current value of a future amount,0.1875,0.0,DIFFERENT
long-term debt obligations,the date,long term debt obligation,date,0.12,0.0,DIFFERENT
long-term debt obligations,the debt,long term debt obligation,debt,0.16,0.25,B_SUBSUMES_A
long-term debt obligations,"the development, oversight, and management",long term debt obligation,development oversight and management,0.25,0.0,DIFFERENT
long-term debt obligations,the difference,long term debt obligation,difference,0.12,0.0,DIFFERENT
long-term debt obligations,the discount rate,long term debt obligation,discount rate,0.16,0.0,DIFFERENT
long-term debt obligations,the expected return of a security,long term debt obligation,expected return of a security,0.2069,0.0,DIFFERENT
long-term debt obligations,the face value of a convertible bond,long term debt obligation,face value of a convertible bond,0.2188,0.0,DIFFERENT
long-term debt obligations,the first time,long term debt obligation,first time,0.2,0.0,DIFFERENT
long-term debt obligations,the horizontal axis,long term debt obligation,horizontal axis,0.24,0.0,DIFFERENT
long-term debt obligations,the increase in a capital asset’s value,long term debt obligation,increase in a capital assets value,0.1471,0.0,DIFFERENT
long-term debt obligations,the interest rate,long term debt obligation,interest rate,0.36,0.0,DIFFERENT
long-term debt obligations,the length of time,long term debt obligation,length of time,0.32,0.0,DIFFERENT
long-term debt obligations,the market,long term debt obligation,market,0.12,0.0,DIFFERENT
long-term debt obligations,the market value,long term debt obligation,market value,0.2,0.0,DIFFERENT
long-term debt obligations,the measure,long term debt obligation,measure,0.12,0.0,DIFFERENT
long-term debt obligations,the measure of the spread of data values,long term debt obligation,measure of the spread of data value,0.2,0.0,DIFFERENT
long-term debt obligations,the measure of the volatility of a stock,long term debt obligation,measure of the volatility of a stock,0.1944,0.0,DIFFERENT
long-term debt obligations,the merger of a company,long term debt obligation,merger of a company,0.24,0.0,DIFFERENT
long-term debt obligations,the middle value,long term debt obligation,middle value,0.16,0.0,DIFFERENT
long-term debt obligations,the minimum amount of return,long term debt obligation,minimum amount of return,0.24,0.0,DIFFERENT
long-term debt obligations,the minimum return,long term debt obligation,minimum return,0.24,0.0,DIFFERENT
long-term debt obligations,the mix of financing,long term debt obligation,mix of financing,0.16,0.0,DIFFERENT
long-term debt obligations,the network of participants and activities,long term debt obligation,network of participants and activity,0.1944,0.0,DIFFERENT
long-term debt obligations,the number of days,long term debt obligation,number of day,0.24,0.0,DIFFERENT
long-term debt obligations,the number of shares of common stock,long term debt obligation,number of shares of common stock,0.1875,0.0,DIFFERENT
long-term debt obligations,the part of the business cycle,long term debt obligation,part of the business cycle,0.0769,0.0,DIFFERENT
long-term debt obligations,the percentage increase,long term debt obligation,percentage increase,0.16,0.0,DIFFERENT
long-term debt obligations,the period,long term debt obligation,period,0.16,0.0,DIFFERENT
long-term debt obligations,the periodic dollar value of interest,long term debt obligation,periodic dollar value of interest,0.1818,0.0,DIFFERENT
long-term debt obligations,the person,long term debt obligation,person,0.16,0.0,DIFFERENT
long-term debt obligations,the point,long term debt obligation,point,0.12,0.0,DIFFERENT
long-term debt obligations,the possibility,long term debt obligation,possibility,0.2,0.0,DIFFERENT
long-term debt obligations,the present value of cash inflows divided by the present value of cash outflows,long term debt obligation,present value of cash inflows divided by the present value of cash outflow,0.1757,0.0,DIFFERENT
long-term debt obligations,the present value of the cash inflows of a project,long term debt obligation,present value of the cash inflows of a project,0.1957,0.0,DIFFERENT
long-term debt obligations,"the present, discounted value",long term debt obligation,present discounted value,0.08,0.0,DIFFERENT
long-term debt obligations,the price,long term debt obligation,price,0.08,0.0,DIFFERENT
long-term debt obligations,the price of one currency,long term debt obligation,price of one currency,0.12,0.0,DIFFERENT
long-term debt obligations,the primary system,long term debt obligation,primary system,0.12,0.0,DIFFERENT
long-term debt obligations,the principle,long term debt obligation,principle,0.08,0.0,DIFFERENT
long-term debt obligations,the process,long term debt obligation,process,0.08,0.0,DIFFERENT
long-term debt obligations,the process of performance analysis,long term debt obligation,process of performance analysis,0.129,0.0,DIFFERENT
long-term debt obligations,the process of spreading business costs in accounting,long term debt obligation,process of spreading business costs in accounting,0.2245,0.0,DIFFERENT
long-term debt obligations,the quantity of a good or service,long term debt obligation,quantity of a good or service,0.2069,0.0,DIFFERENT
long-term debt obligations,the reduction in taxes paid,long term debt obligation,reduction in taxes paid,0.2,0.0,DIFFERENT
long-term debt obligations,the resources,long term debt obligation,resource,0.12,0.0,DIFFERENT
long-term debt obligations,the risk,long term debt obligation,risk,0.08,0.0,DIFFERENT
long-term debt obligations,the risk of investment losses,long term debt obligation,risk of investment loss,0.12,0.0,DIFFERENT
long-term debt obligations,the risk taken by a bond investor,long term debt obligation,risk taken by a bond investor,0.2414,0.0,DIFFERENT
long-term debt obligations,the scheduling of periodic repayment of a debt,long term debt obligation,scheduling of periodic repayment of a debt,0.2381,0.1429,DIFFERENT
long-term debt obligations,the study and application,long term debt obligation,study and application,0.36,0.0,DIFFERENT
long-term debt obligations,the study of the economy,long term debt obligation,study of the economy,0.12,0.0,DIFFERENT
long-term debt obligations,the study of the economy as a whole,long term debt obligation,study of the economy as a whole,0.1613,0.0,DIFFERENT
long-term debt obligations,the sum of all cash flows received from an investment,long term debt obligation,sum of all cash flows received from an investment,0.1837,0.0,DIFFERENT
long-term debt obligations,the sum of an asset’s annual returns over a number of years,long term debt obligation,sum of an assets annual returns over a number of year,0.1698,0.0,DIFFERENT
long-term debt obligations,the target interest rate,long term debt obligation,target interest rate,0.24,0.0,DIFFERENT
long-term debt obligations,the terms that are part of a sales credit agreement,long term debt obligation,terms that are part of a sales credit agreement,0.234,0.0,DIFFERENT
long-term debt obligations,the time period,long term debt obligation,time period,0.24,0.0,DIFFERENT
long-term debt obligations,the total amount of capital,long term debt obligation,total amount of capital,0.24,0.0,DIFFERENT
long-term debt obligations,the total assets of a company,long term debt obligation,total assets of a company,0.12,0.0,DIFFERENT
long-term debt obligations,the total dollar value of legal tender,long term debt obligation,total dollar value of legal tender,0.2647,0.0,DIFFERENT
long-term debt obligations,the total return,long term debt obligation,total return,0.24,0.0,DIFFERENT
long-term debt obligations,the value,long term debt obligation,value,0.04,0.0,DIFFERENT
long-term debt obligations,the value of a company traded on the stock market,long term debt obligation,value of a company traded on the stock market,0.2222,0.0,DIFFERENT
long-term debt obligations,the value of a firm’s stock,long term debt obligation,value of a firms stock,0.12,0.0,DIFFERENT
long-term debt obligations,the value of an asset,long term debt obligation,value of an asset,0.16,0.0,DIFFERENT
long-term debt obligations,the value of an asset or holding,long term debt obligation,value of an asset or holding,0.2143,0.0,DIFFERENT
long-term debt obligations,the vertical axis,long term debt obligation,vertical axis,0.24,0.0,DIFFERENT
long-term debt obligations,the world’s largest stock exchange by market capitalization of its listed companies,long term debt obligation,worlds largest stock exchange by market capitalization of its listed company,0.2105,0.0,DIFFERENT
long-term debt obligations,the yield,long term debt obligation,yield,0.08,0.0,DIFFERENT
long-term debt obligations,total book value (assets – liabilities) of a firm,long term debt obligation,total book value assets – liabilities of a firm,0.234,0.0,DIFFERENT
long-term debt obligations,US government debt obligations,long term debt obligation,us government debt obligation,0.6897,0.3333,B_SUBSUMES_A
long-term debt obligations,very large CDs,long term debt obligation,very large cds,0.16,0.0,DIFFERENT
long-term debt obligations,when a firm has trouble,long term debt obligation,when a firm has trouble,0.2,0.0,DIFFERENT
long-term debt obligations,when an issuer fails to make scheduled interest or principal payments,long term debt obligation,when an issuer fails to make scheduled interest or principal payment,0.2059,0.0,DIFFERENT
long-term debt obligations issued by the US government,market,long term debt obligations issued by the us government,market,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,market for longer-term financial instruments,long term debt obligations issued by the us government,market for longer term financial instrument,0.2407,0.0833,DIFFERENT
long-term debt obligations issued by the US government,markets,long term debt obligations issued by the us government,market,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,measures,long term debt obligations issued by the us government,measure,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,members of the labor force,long term debt obligations issued by the us government,members of the labor force,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,method of accounting,long term debt obligations issued by the us government,method of accounting,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,metrics,long term debt obligations issued by the us government,metric,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,minimum balance of cash,long term debt obligations issued by the us government,minimum balance of cash,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,monetary legal settlements,long term debt obligations issued by the us government,monetary legal settlement,0.3148,0.0,DIFFERENT
long-term debt obligations issued by the US government,numbers,long term debt obligations issued by the us government,number,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,numerical values taken from financial statements,long term debt obligations issued by the us government,numerical values taken from financial statement,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,one of the three main areas of finance,long term debt obligations issued by the us government,one of the three main areas of finance,0.2593,0.0,DIFFERENT
long-term debt obligations issued by the US government,operating cash,long term debt obligations issued by the us government,operating cash,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,paired data,long term debt obligations issued by the us government,paired data,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,part of Securities and Exchange Commission (SEC) Rule 415,long term debt obligations issued by the us government,part of securities and exchange commission sec rule 415,0.1273,0.0,DIFFERENT
long-term debt obligations issued by the US government,portion of the net worth (equity),long term debt obligations issued by the us government,portion of the net worth equity,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,position,long term debt obligations issued by the us government,position,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,principle,long term debt obligations issued by the us government,principle,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,probable future sacrifice of economic benefits,long term debt obligations issued by the us government,probable future sacrifice of economic benefit,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,projects,long term debt obligations issued by the us government,project,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,ratio,long term debt obligations issued by the us government,ratio,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,ratios,long term debt obligations issued by the us government,ratio,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,residual interest,long term debt obligations issued by the us government,residual interest,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,risk,long term debt obligations issued by the us government,risk,0.0556,0.0,DIFFERENT
long-term debt obligations issued by the US government,seller,long term debt obligations issued by the us government,seller,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,shares of ownership in a corporation,long term debt obligations issued by the us government,shares of ownership in a corporation,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,short-term debt obligations,long term debt obligations issued by the us government,short term debt obligation,0.3889,0.2,DIFFERENT
long-term debt obligations issued by the US government,sources of financing,long term debt obligations issued by the us government,sources of financing,0.1667,0.0,RELATED
long-term debt obligations issued by the US government,standards,long term debt obligations issued by the us government,standard,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,state officials,long term debt obligations issued by the us government,state official,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,system,long term debt obligations issued by the us government,system,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,taking an action,long term debt obligations issued by the us government,taking an action,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,tangible or intangible resources,long term debt obligations issued by the us government,tangible or intangible resource,0.2963,0.0,DIFFERENT
long-term debt obligations issued by the US government,the actual return,long term debt obligations issued by the us government,actual return,0.1481,0.0,DIFFERENT
long-term debt obligations issued by the US government,the amount,long term debt obligations issued by the us government,amount,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,the amount of money,long term debt obligations issued by the us government,amount of money,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the average of a firm’s debt and equity costs of capital,long term debt obligations issued by the us government,average of a firms debt and equity costs of capital,0.1667,0.0714,DIFFERENT
long-term debt obligations issued by the US government,the central bank system,long term debt obligations issued by the us government,central bank system,0.2407,0.0,DIFFERENT
long-term debt obligations issued by the US government,the central banking system of the United States,long term debt obligations issued by the us government,central banking system of the united state,0.3333,0.0,DIFFERENT
long-term debt obligations issued by the US government,the collateral,long term debt obligations issued by the us government,collateral,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,the compound annual return,long term debt obligations issued by the us government,compound annual return,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,the concept,long term debt obligations issued by the us government,concept,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,the continual addition of interest,long term debt obligations issued by the us government,continual addition of interest,0.2963,0.0,DIFFERENT
long-term debt obligations issued by the US government,the current value of a future amount,long term debt obligations issued by the us government,current value of a future amount,0.2407,0.0,DIFFERENT
long-term debt obligations issued by the US government,the date,long term debt obligations issued by the us government,date,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,the debt,long term debt obligations issued by the us government,debt,0.0741,0.125,RELATED
long-term debt obligations issued by the US government,"the development, oversight, and management",long term debt obligations issued by the us government,development oversight and management,0.2778,0.0,DIFFERENT
long-term debt obligations issued by the US government,the difference,long term debt obligations issued by the us government,difference,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,the discount rate,long term debt obligations issued by the us government,discount rate,0.1481,0.0,DIFFERENT
long-term debt obligations issued by the US government,the expected return of a security,long term debt obligations issued by the us government,expected return of a security,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the face value of a convertible bond,long term debt obligations issued by the us government,face value of a convertible bond,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the first time,long term debt obligations issued by the us government,first time,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the horizontal axis,long term debt obligations issued by the us government,horizontal axis,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the increase in a capital asset’s value,long term debt obligations issued by the us government,increase in a capital assets value,0.2593,0.0,DIFFERENT
long-term debt obligations issued by the US government,the interest rate,long term debt obligations issued by the us government,interest rate,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the length of time,long term debt obligations issued by the us government,length of time,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the market,long term debt obligations issued by the us government,market,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,the market value,long term debt obligations issued by the us government,market value,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the measure,long term debt obligations issued by the us government,measure,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the measure of the spread of data values,long term debt obligations issued by the us government,measure of the spread of data value,0.2407,0.0,DIFFERENT
long-term debt obligations issued by the US government,the measure of the volatility of a stock,long term debt obligations issued by the us government,measure of the volatility of a stock,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the merger of a company,long term debt obligations issued by the us government,merger of a company,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the middle value,long term debt obligations issued by the us government,middle value,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the minimum amount of return,long term debt obligations issued by the us government,minimum amount of return,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the minimum return,long term debt obligations issued by the us government,minimum return,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the mix of financing,long term debt obligations issued by the us government,mix of financing,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the network of participants and activities,long term debt obligations issued by the us government,network of participants and activity,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the number of days,long term debt obligations issued by the us government,number of day,0.1481,0.0,DIFFERENT
long-term debt obligations issued by the US government,the number of shares of common stock,long term debt obligations issued by the us government,number of shares of common stock,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the part of the business cycle,long term debt obligations issued by the us government,part of the business cycle,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the percentage increase,long term debt obligations issued by the us government,percentage increase,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the period,long term debt obligations issued by the us government,period,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,the periodic dollar value of interest,long term debt obligations issued by the us government,periodic dollar value of interest,0.2778,0.0,DIFFERENT
long-term debt obligations issued by the US government,the person,long term debt obligations issued by the us government,person,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,the point,long term debt obligations issued by the us government,point,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,the possibility,long term debt obligations issued by the us government,possibility,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,the present value of cash inflows divided by the present value of cash outflows,long term debt obligations issued by the us government,present value of cash inflows divided by the present value of cash outflow,0.2838,0.0714,DIFFERENT
long-term debt obligations issued by the US government,the present value of the cash inflows of a project,long term debt obligations issued by the us government,present value of the cash inflows of a project,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,"the present, discounted value",long term debt obligations issued by the us government,present discounted value,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the price,long term debt obligations issued by the us government,price,0.0556,0.0,DIFFERENT
long-term debt obligations issued by the US government,the price of one currency,long term debt obligations issued by the us government,price of one currency,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,the primary system,long term debt obligations issued by the us government,primary system,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the principle,long term debt obligations issued by the us government,principle,0.0926,0.0,DIFFERENT
long-term debt obligations issued by the US government,the process,long term debt obligations issued by the us government,process,0.0741,0.0,DIFFERENT
long-term debt obligations issued by the US government,the process of performance analysis,long term debt obligations issued by the us government,process of performance analysis,0.1481,0.0,DIFFERENT
long-term debt obligations issued by the US government,the process of spreading business costs in accounting,long term debt obligations issued by the us government,process of spreading business costs in accounting,0.2407,0.0,DIFFERENT
long-term debt obligations issued by the US government,the quantity of a good or service,long term debt obligations issued by the us government,quantity of a good or service,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,the reduction in taxes paid,long term debt obligations issued by the us government,reduction in taxes paid,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the resources,long term debt obligations issued by the us government,resource,0.1111,0.0,DIFFERENT
long-term debt obligations issued by the US government,the risk,long term debt obligations issued by the us government,risk,0.0556,0.0,DIFFERENT
long-term debt obligations issued by the US government,the risk of investment losses,long term debt obligations issued by the us government,risk of investment loss,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the risk taken by a bond investor,long term debt obligations issued by the us government,risk taken by a bond investor,0.2593,0.0833,DIFFERENT
long-term debt obligations issued by the US government,the scheduling of periodic repayment of a debt,long term debt obligations issued by the us government,scheduling of periodic repayment of a debt,0.2407,0.0909,DIFFERENT
long-term debt obligations issued by the US government,the study and application,long term debt obligations issued by the us government,study and application,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the study of the economy,long term debt obligations issued by the us government,study of the economy,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,the study of the economy as a whole,long term debt obligations issued by the us government,study of the economy as a whole,0.2037,0.0,DIFFERENT
long-term debt obligations issued by the US government,the sum of all cash flows received from an investment,long term debt obligations issued by the us government,sum of all cash flows received from an investment,0.2778,0.0,DIFFERENT
long-term debt obligations issued by the US government,the sum of an asset’s annual returns over a number of years,long term debt obligations issued by the us government,sum of an assets annual returns over a number of year,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the target interest rate,long term debt obligations issued by the us government,target interest rate,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the terms that are part of a sales credit agreement,long term debt obligations issued by the us government,terms that are part of a sales credit agreement,0.3333,0.0,DIFFERENT
long-term debt obligations issued by the US government,the time period,long term debt obligations issued by the us government,time period,0.1296,0.0,DIFFERENT
long-term debt obligations issued by the US government,the total amount of capital,long term debt obligations issued by the us government,total amount of capital,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the total assets of a company,long term debt obligations issued by the us government,total assets of a company,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,the total dollar value of legal tender,long term debt obligations issued by the us government,total dollar value of legal tender,0.3148,0.0,DIFFERENT
long-term debt obligations issued by the US government,the total return,long term debt obligations issued by the us government,total return,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the value,long term debt obligations issued by the us government,value,0.0556,0.0,DIFFERENT
long-term debt obligations issued by the US government,the value of a company traded on the stock market,long term debt obligations issued by the us government,value of a company traded on the stock market,0.2963,0.0,DIFFERENT
long-term debt obligations issued by the US government,the value of a firm’s stock,long term debt obligations issued by the us government,value of a firms stock,0.1667,0.0,DIFFERENT
long-term debt obligations issued by the US government,the value of an asset,long term debt obligations issued by the us government,value of an asset,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,the value of an asset or holding,long term debt obligations issued by the us government,value of an asset or holding,0.2593,0.0,DIFFERENT
long-term debt obligations issued by the US government,the vertical axis,long term debt obligations issued by the us government,vertical axis,0.1296,0.0,DIFFERENT
